Scale,Metric,Metric_Type,Test_Type,p_value,Effect_Size,Significance,Good_MOCA_N,Good_MOCA_Mean,Good_MOCA_Std,Good_MOCA_Median,Bad_MOCA_N,Bad_MOCA_Mean,Bad_MOCA_Std,Bad_MOCA_Median,Normality_Assumption,Additional_Info,Mean_Difference,Median_Difference
scale_20,SE_Negative_Ratio,proportion,t-test,0.40266955584101505,0.21829632103008395,ns,114,0.5022017543859649,0.04987190313752432,0.4963333333333335,17,0.4910588235294118,0.05866574754181967,0.483333333333333,True,"Good normal: True, Bad normal: True",0.011142930856553102,0.013000000000000511
scale_20,SE_Directional_Asymmetry,proportion,Mann-Whitney U,0.9018304251195541,0.010777086985883566,ns,114,0.07553801169590645,0.06489917312352952,0.064,17,0.08431372549019608,0.08095270143288022,0.0600000000000001,False,"Good normal: False, Bad normal: False",-0.008775713794289638,0.0039999999999998995
scale_20,rSO2_Positive_Ratio,proportion,t-test,0.8972650301227534,0.03363551522788151,ns,114,0.48935964912280705,0.04965921515120147,0.49,17,0.4876470588235294,0.0590360613180428,0.49,True,"Good normal: True, Bad normal: True",0.001712590299277672,0.0
scale_20,rSO2_Negative_Ratio,proportion,t-test,0.8972650301227567,0.03363551522788042,ns,114,0.510640350877193,0.04965921515120147,0.51,17,0.5123529411764706,0.0590360613180428,0.51,True,"Good normal: True, Bad normal: True",-0.0017125902992776165,0.0
scale_20,rSO2_Directional_Asymmetry,proportion,Mann-Whitney U,0.3692591966926885,0.07844655554163778,ns,114,0.0802514619883041,0.06183636161121304,0.064,17,0.09443137254901962,0.07151881693981374,0.08,False,"Good normal: False, Bad normal: False",-0.01417991056071552,-0.016
scale_20,MAP_Positive_Ratio,proportion,Mann-Whitney U,0.721686185402522,0.031121875964142887,ns,114,0.48424269005847953,0.05371909319435534,0.4926666666666665,17,0.4744509803921569,0.08191288912758944,0.488,False,"Good normal: False, Bad normal: True",0.009791709666322646,0.004666666666666486
scale_20,MAP_Negative_Ratio,proportion,Mann-Whitney U,0.721686185402522,0.031121875964142887,ns,114,0.5157573099415205,0.053719093194355326,0.5073333333333335,17,0.5255490196078432,0.08191288912758944,0.512,False,"Good normal: False, Bad normal: True",-0.009791709666322701,-0.004666666666666486
scale_20,MAP_Directional_Asymmetry,proportion,Mann-Whitney U,0.1058835704146613,0.14127580502833223,ns,114,0.07841520467836258,0.0796339407907663,0.056,17,0.12349019607843138,0.11580216113214736,0.072,False,"Good normal: False, Bad normal: False",-0.045074991400068806,-0.015999999999999993
scale_20,rSO2_contra_Positive_Ratio,proportion,Mann-Whitney U,0.05381166983249963,0.16848067727273294,ns,114,0.48761111111111116,0.0704813331447532,0.4946666666666665,17,0.5100588235294117,0.036735018732909214,0.516666666666667,False,"Good normal: False, Bad normal: False",-0.022447712418300514,-0.022000000000000575
scale_20,rSO2_contra_Negative_Ratio,proportion,Mann-Whitney U,0.07000242334062648,0.15830600049249682,ns,114,0.5036169590643275,0.07147910879420674,0.504,17,0.48994117647058827,0.0367350187329092,0.483333333333333,False,"Good normal: False, Bad normal: False",0.013675782593739194,0.020666666666667
scale_20,rSO2_contra_Directional_Asymmetry,proportion,Mann-Whitney U,0.7499844633986434,0.027841440391370428,ns,114,0.07984210526315791,0.07217417491821779,0.056,17,0.061450980392156886,0.04261014178580653,0.0600000000000001,False,"Good normal: False, Bad normal: False",0.018391124871001023,-0.004000000000000101
