Band,Metric,Test_Type,p_value,Test_Stat,Effect_Size,Effect_Category,Significance,DOWN_N,DOWN_Mean,DOWN_Std,SAME_N,SAME_Mean,SAME_Std
Endothelial,rSO2_power,Wilcoxon,0.00112480463757882,3.25729249468527,0.376119739727178,nagy,**,11,195.492390630404,135.213347903642,64,85.0170577566649,97.2527663226106
