COx_SingleHemisphere_Endothelial_mean,COx_SingleHemisphere_Endothelial_std,COx_SingleHemisphere_Endothelial_impaired_count,COx_SingleHemisphere_VLF_mean,COx_SingleHemisphere_VLF_std,COx_SingleHemisphere_VLF_impaired_count
0.23127068039804044,0.3700897977116881,2,0.2322703912030882,0.39022567983505124,3
