Band,Coherence,PLV,CMP_deg,COx,N_patients
Endothelial,0.435001073938657,0.659847814352265,-3.64556986291983,0.199399817098772,75
Neurogenic,0.442550516986516,0.707317942122721,13.1662470802346,0.139271856593545,75
Myogenic,0.414400465054282,0.783827337253103,4.52602868222762,0.210643534492048,75
Respiratory,0.375290510550115,0.747436568311026,51.7920721586713,0.168748479846238,76
Cardiac,0.511295002797842,0.728974398582521,-163.93678437514,0.10673862705363,76
